PATIENT,Cancer_Diagnosis_1,Outpatient_Sum,Checkup_Sum,Emergency_Sum,Hospital_Sum,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_3,DESCRIPTION_4,DESCRIPTION_5,DESCRIPTION_6,DESCRIPTION_7,DESCRIPTION_8,DESCRIPTION_9,DESCRIPTION_10,DESCRIPTION_11,DESCRIPTION_12,DESCRIPTION_13,DESCRIPTION_14,DESCRIPTION_15,DESCRIPTION_16,DESCRIPTION_17,DIAG_YEAR_1,DIAG_YEAR_2,DIAG_YEAR_3,DIAG_YEAR_4,DIAG_YEAR_5,DIAG_YEAR_6,DIAG_YEAR_7,DIAG_YEAR_8,DIAG_YEAR_9,DIAG_YEAR_10,DIAG_YEAR_11,DIAG_YEAR_12,DIAG_YEAR_13,DIAG_YEAR_14,DIAG_YEAR_15,DIAG_YEAR_16,DIAG_YEAR_17,BIRTHYEAR,DEATHYEAR,AGE,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Normal pregnancy,Otitis media,Streptococcal sore throat (disorder),Prediabetes,Sprain of ankle,Chronic sinusitis (disorder),Hypertension,Polyp of colon,Sinusitis (disorder),Acute bacterial sinusitis (disorder),Whiplash injury to neck,Concussion with no loss of consciousness,Coronary Heart Disease,Sprain of wrist,Escherichia coli urinary tract infection,Fracture of clavicle,Osteoporosis (disorder),Diabetes
92d4af87-91fb-4a82-9291-eff1de728a4a,0.0,6,0,0,0,2007-06-02,,999-50-7107,,,,Terence347,Kris447,,,,white,italian,M,Marshfield MA US,894 Norberto Summit Springfield MA 01129 US,Acute bronchitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2011.0,2012.0,,,,,,,,,,,,,,,,2007.0,,9.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4355c72-32f8-4ac2-97fa-0ab3229aa6c0,0.0,6,2,1,0,1960-07-09,,999-70-5581,S99931745,false,Mr.,Clementina572,Borer523,,,M,hispanic,puerto_rican,M,Walpole MA US,4018 Fadel Forge Lynn MA 01903 US,Sprain of ankle,Acute bronchitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2012.0,2014.0,2014.0,,,,,,,,,,,,,,,1960.0,,56.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9f6d86d4-82cc-4ea0-a075-be6dcd16f272,0.0,3,0,0,0,1992-06-19,,999-88-7100,S99951311,X41971514X,Mr.,Darren983,Ritchie908,,,,white,polish,M,Reading MA US,16776 Wanda Causeway Somerville MA 02145 US,Viral sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,,2010.0,2012.0,,,,,,,,,,,,,,,,1992.0,,24.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82bf6936-ac56-45c2-a372-dbfa3c378700,0.0,5,1,1,0,1942-09-07,,999-68-2724,S99935373,false,Mr.,Carlo605,Fahey2,,,M,white,english,M,Boston MA US,948 Jaydon Mount Suite 631 Amesbury MA 01913 US,Sprain of wrist,Otitis media,,,,,,,,,,,,,,,,2013.0,2015.0,,,,,,,,,,,,,,,,1942.0,,74.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
604ccb9b-adc5-41d5-9d04-f63ba6647366,0.0,6,2,2,0,1939-09-09,2016-01-02,999-78-6123,S99916752,X99859459X,Ms.,Hanna390,Emard542,,,S,white,italian,F,Canton MA US,514 Sammie Hill Apt. 995 Dover MA 02030 US,Sinusitis (disorder),Sprain of wrist,Fracture of forearm,,,,,,,,,,,,,,,2011.0,2013.0,2013.0,,,,,,,,,,,,,,,1939.0,2016.0,77.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
ef3dd275-dfab-4d35-b78f-ff21216a5c2a,0.0,2,1,1,0,1978-02-21,,999-92-7307,S99962171,X43219538X,Mr.,Berta467,Russel90,,,M,white,german,M,Boston MA US,98385 Morar Locks Framingham MA 01705 US,Fracture of forearm,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,2011.0,2012.0,2012.0,2013.0,,,,,,,,,,,,,,1978.0,,38.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9854c899-43db-48c3-9af2-55a4bdc8f3f7,0.0,6,1,1,0,2006-02-06,,999-80-5866,,,,Katherine614,Jacobson101,,,,white,english,M,Oxford MA US,2267 Turner Ranch Suite 589 Maynard MA 01754 US,Otitis media,Viral sinusitis (disorder),Concussion with loss of consciousness,Viral sinusitis (disorder),,,,,,,,,,,,,,2009.0,2010.0,2012.0,2012.0,,,,,,,,,,,,,,2006.0,,10.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fbcde086-c8e7-486d-8f55-43919c83c74b,0.0,2,0,0,0,1984-03-07,,999-99-4470,S99921618,X22461187X,Mr.,Emily960,O'Keefe572,,,M,white,portuguese,M,Lexington MA US,7484 Cremin Port Suite 693 Boston MA 02212 US,Viral sinusitis (disorder),Acute bronchitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2012.0,2012.0,2015.0,,,,,,,,,,,,,,,1984.0,,32.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04f94334-abcc-4972-be14-55c71e08d2e2,0.0,5,1,1,0,1962-04-23,,999-74-7248,S99973526,X67539155X,Mrs.,Annie75,Gutmann619,,Hane260,M,white,french,F,Fall River MA US,1248 Aimee Street Framingham MA 01701 US,Laceration of foot,,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1962.0,,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76697602-2f55-4176-acd1-877574757561,0.0,2,0,1,0,09/01/1980,,999-55-9114,S99997077,FALSE,Ms.,Yessenia73,Corwin850,,,S,white,english,F,Hamilton MA US,351 Hagenes Turnpike Apt. 386 Hopkinton MA 01748 US,Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Laceration of thigh,,,,,,,,,,,,,,,2013.0,2014.0,2015.0,,,,,,,,,,,,,,,1980.0,,36.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e03cf66c-0e96-4dad-b755-52e10a7312a6,0.0,3,0,0,0,1969-07-25,,999-16-1012,S99911479,X84808625X,Mrs.,Marvin52,Stoltenberg89,,Williamson965,M,white,polish,F,Southbridge Town MA US,853 Dante Turnpike Holden MA 01520 US,Viral sinusitis (disorder),Streptococcal sore throat (disorder),,,,,,,,,,,,,,,,2012.0,2012.0,,,,,,,,,,,,,,,,1969.0,,47.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0bf3be2-5d79-416c-aa73-bd9fd89fb2be,0.0,23,0,1,0,2001-10-31,,999-81-2104,,,,Shawna818,Bayer623,,,,white,italian,M,North Andover MA US,960 Rodriguez Vista Suite 613 Tyngsborough MA 01879 US,Viral sinusitis (disorder),Acute allergic reaction,Otitis media,,,,,,,,,,,,,,,2011.0,2014.0,2014.0,,,,,,,,,,,,,,,2001.0,,15.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8891fdbf-5e23-4030-996e-b00103d7d6a6,0.0,4,0,0,0,1960-06-28,,999-13-4881,S99999865,false,Mr.,Harrison697,Sporer383,,,S,white,russian,M,Waltham MA US,9803 Rosalinda Groves Apt. 215 Lawrence MA 01843 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1960.0,,56.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71111b39-6bd4-4bd6-b5ea-ad4aadf329cc,0.0,2,0,0,0,22/12/1979,,999-79-2537,S99969948,FALSE,Mr.,Kasandra798,Kertzmann752,,,M,white,italian,M,Oxford MA US,97764 Lilian Fields Apt. 704 Waltham MA 02453 US,Prediabetes,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2006.0,2011.0,2013.0,,,,,,,,,,,,,,,1979.0,,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27df9c6d-b130-4ee2-bfe2-145fad54d047,0.0,5,1,1,0,1946-02-21,,999-32-1887,S99914065,X14216443X,Mr.,Randi969,Buckridge254,,,M,white,italian,M,Abington MA US,1027 Corrine View Suite 984 Amherst MA 01004 US,Acute bronchitis (disorder),Fracture of forearm,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,2011.0,2012.0,2014.0,2014.0,,,,,,,,,,,,,,1946.0,,70.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac00c9b7-732c-414c-bf99-c2c6ca560a8b,0.0,2,0,0,0,1980-07-13,,999-79-4188,S99993530,false,Mrs.,Braeden968,Conn834,,Beahan379,M,white,irish,F,Fall River MA US,1518 Melissa Motorway Apt. 272 Boston MA 02121 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2010.0,2014.0,,,,,,,,,,,,,,,,1980.0,,36.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d4d564e-4bfb-424e-8f30-9d10517b5c2b,0.0,6,0,0,0,1998-03-27,,999-37-4560,S99989634,,Mr.,Reid347,Hilpert301,,,,black,african,M,Lynn MA US,55145 Pfeffer Corners Suite 588 Southbridge MA 01550 US,Viral sinusitis (disorder),Acute bacterial sinusitis (disorder),Chronic sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,2011.0,2013.0,2013.0,2014.0,,,,,,,,,,,,,,1998.0,,18.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
a23d42fa-e358-4173-a783-c91407b4af4f,0.0,3,1,0,0,1965-02-11,,999-60-3565,S99959489,X11910237X,Mrs.,Barbara157,Sporer680,,Hegmann547,M,black,african,F,Deerfield MA US,67530 Nader Center Seekonk MA 02771 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1965.0,,51.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d733eaf-30a3-462c-8071-df5f6ab37297,0.0,3,0,1,0,1971-02-12,,999-78-9484,S99928098,false,Mr.,Gay732,Mertz352,,,M,white,irish,M,Acton MA US,12647 Emmanuelle Roads Apt. 947 New Bedford MA 02745 US,Laceration of forearm,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Prediabetes,,,,,,,,,,,,,2010.0,2012.0,2012.0,2013.0,2015.0,,,,,,,,,,,,,1971.0,,45.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d52e55c-bf35-4fae-952c-adbbb7a4ec42,0.0,3,0,0,0,1969-10-16,,999-78-1492,S99996174,X55626164X,Mr.,Providenci697,Prosacco138,,,S,white,english,M,Holland MA US,968 Franecki Cliff Marblehead MA 01945 US,Acute bronchitis (disorder),,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,1969.0,,47.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14962c97-e312-4006-9c9e-8337bed7157c,0.0,6,0,0,0,1947-11-17,,999-78-6238,S99970897,X86290169X,Mrs.,Hortense133,Crona371,,Gutkowski465,M,asian,asian_indian,F,Southampton MA US,8896 Metz Radial Watertown MA 02477 US,Osteoporosis (disorder),Viral sinusitis (disorder),Pulmonary emphysema (disorder),,,,,,,,,,,,,,,2008.0,2011.0,2014.0,,,,,,,,,,,,,,,1947.0,,69.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12952401-bfcd-4397-b770-3d13ead303d6,0.0,6,0,0,0,1955-08-21,,999-51-3868,S99926143,false,Mr.,Lauretta440,Jaskolski449,,,M,white,english,M,Cambridge MA US,4714 Lorine Isle Holliston MA 01746 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2010.0,2013.0,,,,,,,,,,,,,,,,1955.0,,61.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39143fb7-62d3-466f-8f82-e69d488afdb2,0.0,3,1,0,0,1965-07-10,,999-88-7379,S99918934,false,Mr.,Joanne735,Bailey554,,,M,white,english,M,Sturbridge MA US,4464 Timmothy Lake Lexington MA 02420 US,Viral sinusitis (disorder),Prediabetes,,,,,,,,,,,,,,,,2011.0,2015.0,,,,,,,,,,,,,,,,1965.0,,51.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a41bcb67-69f1-4bf3-a88d-4938010a3851,0.0,1,0,0,0,1989-05-19,,999-14-4753,S99922530,false,Mrs.,Ron430,Homenick152,,Powlowski50,M,white,german,F,Yarmouth MA US,914 Hahn Summit Tewksbury MA 01876 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,2011.0,2012.0,2012.0,2013.0,,,,,,,,,,,,,,1989.0,,27.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb5fc2b5-2a93-4172-a635-8b8ce278a13c,0.0,5,2,0,0,1943-07-09,,999-30-2678,S99964434,false,Mr.,Gabriel296,Durgan788,,,M,hispanic,puerto_rican,M,Boston MA US,53926 Mossie Trail Holyoke MA 01041 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2011.0,2014.0,2015.0,,,,,,,,,,,,,,,1943.0,,73.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e39e3df9-aacb-47fe-ac11-d6eaba3c2e4c,0.0,2,1,1,0,12/04/1965,,999-85-8348,S99953760,FALSE,Mr.,Allene312,Maggio705,,,M,white,french,M,Newton MA US,39520 Cassin Mews Spencer MA 01562 US,Acute viral pharyngitis (disorder),Laceration of thigh,Viral sinusitis (disorder),,,,,,,,,,,,,,,2011.0,2012.0,2015.0,,,,,,,,,,,,,,,1965.0,,51.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c587e3e6-ab88-4b25-87e7-ebe96843881f,0.0,1,0,1,0,1980-12-03,,999-39-3600,S99980703,X82678097X,Mr.,Alisa882,Jerde911,,,M,white,portuguese,M,Winchester MA US,4314 Lilian Mission Bedford MA 01730 US,Facial laceration,,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,1980.0,,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e26798f-382c-4e3e-a4ae-a87ff2ab0590,0.0,2,0,0,0,1975-10-26,,999-98-9446,S99982914,false,Mrs.,Stephen900,Cremin982,,Larkin124,M,white,irish,F,Plymouth MA US,50149 Margie Ranch Suite 243 Framingham MA 01703 US,Acute bacterial sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2012.0,2014.0,,,,,,,,,,,,,,,,1975.0,,41.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2db55060-a97c-4371-858d-615f0c95f6e9,0.0,5,0,0,0,1933-01-21,2016-03-21,999-84-3428,S99922817,X98380956X,Mr.,Mariam992,Hudson300,,,M,black,west_indian,M,Springfield MA US,56121 Laurine Springs Worcester MA 01610 US,Alzheimer's disease (disorder),Osteoarthritis of hip,,,,,,,,,,,,,,,,2006.0,2008.0,,,,,,,,,,,,,,,,1933.0,2016.0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3f1ff19-e0c1-4500-9322-4839db075b16,0.0,12,0,1,0,2012-01-12,,999-84-1549,,,,Cydney605,Lesch273,,,,black,dominican,F,Quincy MA US,218 Arnold Island Apt. 923 Dudley MA 01571 US,Sprain of wrist,Viral sinusitis (disorder),Otitis media,Otitis media,Acute viral pharyngitis (disorder),,,,,,,,,,,,,2013.0,2014.0,2014.0,2015.0,2015.0,,,,,,,,,,,,,2012.0,,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a3c1fce5-e6c8-4f04-8ef8-49a358f9f4ca,0.0,5,1,1,0,2006-12-12,,999-56-6567,,,,Zachary593,Weber8,,,,white,french_canadian,F,Marlborough MA US,3103 Zoe Via Norwood MA 02062 US,Viral sinusitis (disorder),Closed fracture of hip,,,,,,,,,,,,,,,,2012.0,2013.0,,,,,,,,,,,,,,,,2006.0,,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bed35dd3-cdd7-41d2-bdff-c20842bbc522,0.0,3,1,0,0,1963-04-20,,999-78-6123,S99949476,false,Mr.,Deshaun540,Graham995,,,M,white,swedish,M,Randolph MA US,984 Treutel Mountains Suite 327 Chicopee MA 01014 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1963.0,,53.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b35c49e-cc89-4ce1-bf9d-baa6fccd1b4c,0.0,2,0,0,0,1970-07-07,,999-43-1353,S99932948,X17023334X,Mrs.,Wilfred520,Strosin686,,Lueilwitz227,M,white,irish,F,Boston MA US,3108 Stanford Skyway Suite 426 Lowell MA 01850 US,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2012.0,2014.0,,,,,,,,,,,,,,,,1970.0,,46.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ae5fc0b-8c3c-42b3-b764-da807757d39a,0.0,10,0,0,0,2009-05-01,,999-69-9527,,,,Lucienne246,Klocko63,,,,white,english,M,Revere MA US,92403 Schuppe Expressway Southbridge MA 01550 US,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,2010.0,2010.0,2013.0,2014.0,,,,,,,,,,,,,,2009.0,,7.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11225f10-197b-4789-8422-3f62e5c25fcd,0.0,2,0,0,0,25/08/1982,,999-11-6742,S99968807,FALSE,Mrs.,Broderick410,Bode551,,Keebler235,M,white,italian,F,Lowell MA US,91883 Paris Trace Marblehead MA 01945 US,Acute bronchitis (disorder),Viral sinusitis (disorder),Prediabetes,Escherichia coli urinary tract infection,Normal pregnancy,Miscarriage in second trimester,Congenital uterine anomaly,Viral sinusitis (disorder),Normal pregnancy,Miscarriage in first trimester,Blighted ovum,Viral sinusitis (disorder),,,,,,2011.0,2012.0,2012.0,2013.0,2014.0,2014.0,2014.0,2015.0,2015.0,2015.0,2015.0,2015.0,,,,,,1982.0,,34.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b57f38bd-44b2-4173-b25e-06d6a4939cb9,0.0,3,0,0,0,1967-04-08,,999-17-9728,S99932515,false,Mr.,Arnulfo279,Prosacco138,,,S,white,french_canadian,M,Somerville MA US,362 Antonio Wall Holden MA 01520 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2014.0,,,,,,,,,,,,,,,,1967.0,,49.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbd71c75-76b0-44c4-9861-e0a09b1e5f6e,0.0,4,1,0,0,1961-12-21,,999-97-6248,S99949247,X25458611X,Mrs.,Raina473,Corkery403,,Jones188,M,white,french,F,Dedham MA US,584 Rempel Camp Worcester MA 01654 US,Acute viral pharyngitis (disorder),Streptococcal sore throat (disorder),Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,2010.0,2012.0,2015.0,2015.0,,,,,,,,,,,,,,1961.0,,55.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d99fb69a-53e2-4ccc-8f86-c486066e85a3,0.0,5,1,0,0,1955-03-06,,999-75-3335,S99969093,X81135162X,Mr.,Mattie659,Bechtelar691,,,M,black,african,M,Everett MA US,77704 Schmidt Burgs Apt. 706 Chelsea MA 02150 US,Polyp of colon,,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,1955.0,,61.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
80f1966b-0a23-4137-ac4d-1d6b6b783e85,0.0,6,0,0,0,1999-07-04,,999-11-4209,S99913926,,,Adele690,Hermann640,,,,white,french,F,Salem MA US,216 MacGyver River Southbridge MA 01550 US,Viral sinusitis (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,2013.0,2013.0,2015.0,2015.0,,,,,,,,,,,,,,1999.0,,17.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658f0d9a-c6a6-4fec-8a94-eefa2a9e403b,0.0,2,0,0,0,1986-02-06,,999-39-4190,S99998656,false,Mr.,Rubie543,Botsford112,,,M,hispanic,puerto_rican,M,Sandwich MA US,73969 Oberbrunner Extensions Palmer MA 01069 US,Acute bronchitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2010.0,2015.0,,,,,,,,,,,,,,,,1986.0,,30.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5f3a25e-5382-45c7-b613-7cd3419ebd84,0.0,4,0,0,0,1993-10-15,,999-76-5736,S99936998,false,Mr.,Stuart633,Kiehn952,,,,white,irish,M,Whitman MA US,11100 Orin Creek Apt. 174 Southampton MA 01073 US,Hypertension,,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1993.0,,23.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577001b0-b390-45e6-9709-2c4460d9b6fd,0.0,6,0,1,0,1997-06-27,,999-99-2619,S99986755,,Mr.,Zetta31,Douglas830,,,,white,swedish,M,Bridgewater MA US,90380 Gleason Garden Apt. 916 Cambridge MA 02140 US,Otitis media,Sprain of ankle,,,,,,,,,,,,,,,,2011.0,2012.0,,,,,,,,,,,,,,,,1997.0,,19.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ef3c5253-eda9-49fd-be7c-ec674f04fe01,0.0,13,0,0,0,2011-02-16,,999-43-3240,,,,Cierra327,Kutch398,,,,white,english,M,Worcester MA US,9250 Schroeder Ramp Marshfield MA 02065 US,Otitis media,Sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2013.0,,,,,,,,,,,,,,,,2011.0,,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
b663def5-a2b0-4755-a304-2d1f278ff7f0,0.0,5,0,0,0,1957-05-14,,999-73-7973,S99961823,X73540369X,Mr.,Isaac288,Smith993,,,M,white,irish,M,Lancaster MA US,423 Rempel Rapid Worcester MA 01603 US,Acute bronchitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2012.0,,,,,,,,,,,,,,,,1957.0,,59.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e8c2f55-5a7b-4f18-888e-ed35c1db025e,0.0,2,0,0,2,1984-03-14,,999-18-1228,S99978139,X37000287X,Mrs.,Nyah221,Heaney715,,Bartell677,M,white,english,F,Stoughton MA US,6484 Jillian Inlet Weymouth MA 02189 US,Normal pregnancy,Normal pregnancy,Antepartum eclampsia,Normal pregnancy,Miscarriage in first trimester,Fetus with chromosomal abnormality,Normal pregnancy,Escherichia coli urinary tract infection,,,,,,,,,,2009.0,2013.0,2014.0,2014.0,2015.0,2015.0,2015.0,2015.0,,,,,,,,,,1984.0,,32.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20ce29d4-114f-48ff-a1b1-0aaed41fa0d6,0.0,6,2,0,2,1955-11-11,,999-59-7494,S99935291,X40990215X,Mrs.,Eden3,Spencer682,,Carter510,M,hispanic,puerto_rican,F,Waltham MA US,2359 Dickens Corner Apt. 621 Beverly MA 01915 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1955.0,,61.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8741bd19-ff03-4524-ad29-d3124a968330,0.0,6,0,0,0,13/10/2004,,999-70-9616,,,,Kacey76,Pfannerstill41,,,,black,african,F,Holliston MA US,31476 Robyn Parks Suite 962 Longmeadow MA 01116 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,2004.0,,12.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65388453-f581-4ff4-bce2-b04397ec17f8,0.0,1,1,2,0,1974-04-03,,999-51-1097,S99916474,false,Mr.,Bert965,Hoppe200,,,M,black,dominican,M,Lakeville MA US,57063 Kozey Estate Suite 468 Salem MA 01970 US,Sprain of ankle,Concussion with no loss of consciousness,,,,,,,,,,,,,,,,2014.0,2015.0,,,,,,,,,,,,,,,,1974.0,,42.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4f85043f-c2df-4a8e-b036-ab0257e4a533,0.0,12,0,2,1,03/11/2009,,999-99-4325,,,,Idell227,Buckridge255,,,,white,irish,F,Dudley MA US,173 Natasha Locks Apt. 257 Holden MA 01520 US,Acute bacterial sinusitis (disorder),Viral sinusitis (disorder),Otitis media,Childhood asthma,Sprain of wrist,Perennial allergic rhinitis with seasonal variation,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,2010.0,2010.0,2012.0,2012.0,2012.0,2014.0,2015.0,2015.0,,,,,,,,,,2009.0,,7.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1b9eb52e-55fd-4a9e-8eb1-2d5c60fa4010,0.0,6,1,2,0,2004-11-16,,999-24-6500,,,,Cecilia952,Cartwright229,,,,white,german,F,Seekonk MA US,513 Will Turnpike Wales MA 01081 US,Otitis media,Sprain of wrist,Sinusitis (disorder),Fracture of ankle,,,,,,,,,,,,,,2010.0,2012.0,2013.0,2015.0,,,,,,,,,,,,,,2004.0,,12.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
698bec18-2e97-491e-bfaf-8b2a53c89b1f,0.0,2,0,0,1,1990-03-29,,999-82-2118,S99988402,false,Mrs.,Levi325,Wunsch92,,Mertz342,M,white,english,F,Somerville MA US,447 Bauch Station Stoneham MA 02180 US,Hypertension,Viral sinusitis (disorder),Normal pregnancy,Preeclampsia,,,,,,,,,,,,,,2009.0,2011.0,2011.0,2012.0,,,,,,,,,,,,,,1990.0,,26.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
